MinTemp,MaxTemp,Precipitation,ReferenceET,Date,City_ID,Province,Latitude,Longitude
-6.86,-0.82,0.0,0.24,1980-01-01,219,Ningxia,39.006002706446665,106.51187780542516
-8.76,-1.91,0.0,0.65,1980-01-02,219,Ningxia,39.006002706446665,106.51187780542516
-15.78,-7.0,0.0,0.32,1980-01-03,219,Ningxia,39.006002706446665,106.51187780542516
-16.68,-6.8,0.0,0.27,1980-01-04,219,Ningxia,39.006002706446665,106.51187780542516
-15.81,-2.16,0.0,0.97,1980-01-05,219,Ningxia,39.006002706446665,106.51187780542516
-11.3,-5.33,0.0,0.66,1980-01-06,219,Ningxia,39.006002706446665,106.51187780542516
-18.76,-5.3,0.0,0.21,1980-01-07,219,Ningxia,39.006002706446665,106.51187780542516
-17.48,-1.16,0.0,0.49,1980-01-08,219,Ningxia,39.006002706446665,106.51187780542516
-15.01,-3.85,0.0,0.57,1980-01-09,219,Ningxia,39.006002706446665,106.51187780542516
-17.82,-9.38,0.0,0.36,1980-01-10,219,Ningxia,39.006002706446665,106.51187780542516
-17.03,-7.27,0.0,0.29,1980-01-11,219,Ningxia,39.006002706446665,106.51187780542516
-16.75,-4.78,0.0,0.43,1980-01-12,219,Ningxia,39.006002706446665,106.51187780542516
-14.71,-3.98,0.0,0.5,1980-01-13,219,Ningxia,39.006002706446665,106.51187780542516
-16.03,-1.99,0.0,0.35,1980-01-14,219,Ningxia,39.006002706446665,106.51187780542516
-16.49,-2.85,0.0,0.19,1980-01-15,219,Ningxia,39.006002706446665,106.51187780542516
-17.06,-2.01,0.0,0.29,1980-01-16,219,Ningxia,39.006002706446665,106.51187780542516
-14.62,-1.89,0.0,0.71,1980-01-17,219,Ningxia,39.006002706446665,106.51187780542516
-9.23,-1.77,0.0,0.44,1980-01-18,219,Ningxia,39.006002706446665,106.51187780542516
-16.59,-2.73,0.0,0.25,1980-01-19,219,Ningxia,39.006002706446665,106.51187780542516
-17.02,-1.91,0.0,0.32,1980-01-20,219,Ningxia,39.006002706446665,106.51187780542516
-14.59,-3.37,0.0,0.35,1980-01-21,219,Ningxia,39.006002706446665,106.51187780542516
-15.39,-0.9,0.0,0.41,1980-01-22,219,Ningxia,39.006002706446665,106.51187780542516
-14.83,-0.86,0.0,0.36,1980-01-23,219,Ningxia,39.006002706446665,106.51187780542516
-14.6,1.39,0.0,0.52,1980-01-24,219,Ningxia,39.006002706446665,106.51187780542516
-11.32,-0.27,0.0,0.9,1980-01-25,219,Ningxia,39.006002706446665,106.51187780542516
-14.11,-1.4,0.0,0.43,1980-01-26,219,Ningxia,39.006002706446665,106.51187780542516
-7.64,0.28,0.0,0.7,1980-01-27,219,Ningxia,39.006002706446665,106.51187780542516
