MinTemp,MaxTemp,Precipitation,ReferenceET,Date,City_ID,Province,Latitude,Longitude
-1.43,0.07,0.54,0.31,1980-01-01,236,Shandong,35.37369752388336,116.73175418226528
-3.48,2.59,0.06,0.06,1980-01-02,236,Shandong,35.37369752388336,116.73175418226528
-0.95,3.68,0.06,0.4,1980-01-03,236,Shandong,35.37369752388336,116.73175418226528
-3.75,1.84,0.0,0.4,1980-01-04,236,Shandong,35.37369752388336,116.73175418226528
-5.79,4.02,0.0,0.7,1980-01-05,236,Shandong,35.37369752388336,116.73175418226528
-2.53,3.11,0.0,0.79,1980-01-06,236,Shandong,35.37369752388336,116.73175418226528
-4.03,4.95,0.0,0.93,1980-01-07,236,Shandong,35.37369752388336,116.73175418226528
-2.96,5.19,0.0,0.36,1980-01-08,236,Shandong,35.37369752388336,116.73175418226528
-6.53,5.97,0.0,0.45,1980-01-09,236,Shandong,35.37369752388336,116.73175418226528
-3.36,0.38,0.0,0.37,1980-01-10,236,Shandong,35.37369752388336,116.73175418226528
-7.66,1.87,0.0,0.44,1980-01-11,236,Shandong,35.37369752388336,116.73175418226528
-2.26,3.19,0.0,0.29,1980-01-12,236,Shandong,35.37369752388336,116.73175418226528
-6.3,6.11,0.0,0.37,1980-01-13,236,Shandong,35.37369752388336,116.73175418226528
-6.39,4.96,0.0,0.56,1980-01-14,236,Shandong,35.37369752388336,116.73175418226528
-6.85,6.78,0.0,0.57,1980-01-15,236,Shandong,35.37369752388336,116.73175418226528
-4.35,8.29,0.0,0.68,1980-01-16,236,Shandong,35.37369752388336,116.73175418226528
-4.5,1.59,0.0,0.63,1980-01-17,236,Shandong,35.37369752388336,116.73175418226528
-6.54,1.0,0.06,0.61,1980-01-18,236,Shandong,35.37369752388336,116.73175418226528
-1.97,2.73,0.0,0.39,1980-01-19,236,Shandong,35.37369752388336,116.73175418226528
-6.11,5.4,0.06,0.27,1980-01-20,236,Shandong,35.37369752388336,116.73175418226528
-6.11,7.38,0.0,0.44,1980-01-21,236,Shandong,35.37369752388336,116.73175418226528
-5.45,7.39,0.0,0.83,1980-01-22,236,Shandong,35.37369752388336,116.73175418226528
-3.02,10.81,0.0,0.54,1980-01-23,236,Shandong,35.37369752388336,116.73175418226528
-3.69,9.03,0.0,0.47,1980-01-24,236,Shandong,35.37369752388336,116.73175418226528
-1.66,10.63,0.06,0.74,1980-01-25,236,Shandong,35.37369752388336,116.73175418226528
1.07,7.36,0.06,0.14,1980-01-26,236,Shandong,35.37369752388336,116.73175418226528
1.61,8.05,6.6,0.45,1980-01-27,236,Shandong,35.37369752388336,116.73175418226528
-1.85,0.88,3.84,0.27,1980-01-28,236,Shandong,35.37369752388336,116.73175418226528
-6.72,-2.8,0.0,0.84,1980-01-29,236,Shandong,35.37369752388336,116.73175418226528
-12.56,-7.03,0.0,0.59,1980-01-30,236,Shandong,35.37369752388336,116.73175418226528
-11.98,-3.31,0.0,0.41,1980-01-31,236,Shandong,35.37369752388336,116.73175418226528
-10.17,-0.83,0.0,0.55,1980-02-01,236,Shandong,35.37369752388336,116.73175418226528
-8.46,1.48,0.0,0.59,1980-02-02,236,Shandong,35.37369752388336,116.73175418226528
-7.25,-0.09,0.0,0.88,1980-02-03,236,Shandong,35.37369752388336,116.73175418226528
-6.65,-3.21,0.0,1.04,1980-02-04,236,Shandong,35.37369752388336,116.73175418226528
-8.61,-1.36,0.0,1.1,1980-02-05,236,Shandong,35.37369752388336,116.73175418226528
-11.26,-3.43,0.0,0.51,1980-02-06,236,Shandong,35.37369752388336,116.73175418226528
-9.92,-0.42,0.0,0.57,1980-02-07,236,Shandong,35.37369752388336,116.73175418226528
-9.78,-1.02,0.0,0.69,1980-02-08,236,Shandong,35.37369752388336,116.73175418226528
-10.09,1.59,0.0,0.94,1980-02-09,236,Shandong,35.37369752388336,116.73175418226528
-3.52,5.86,0.0,1.03,1980-02-10,236,Shandong,35.37369752388336,116.73175418226528
-6.44,6.5,0.0,0.57,1980-02-11,236,Shandong,35.37369752388336,116.73175418226528
-2.2,7.78,0.0,0.94,1980-02-12,236,Shandong,35.37369752388336,116.73175418226528
-2.68,4.31,0.0,0.79,1980-02-13,236,Shandong,35.37369752388336,116.73175418226528
-3.76,3.16,0.0,0.72,1980-02-14,236,Shandong,35.37369752388336,116.73175418226528
-6.57,6.3,0.0,0.99,1980-02-15,236,Shandong,35.37369752388336,116.73175418226528
-3.32,8.04,0.0,1.37,1980-02-16,236,Shandong,35.37369752388336,116.73175418226528
-1.61,4.41,0.06,0.67,1980-02-17,236,Shandong,35.37369752388336,116.73175418226528
0.4,4.14,0.12,0.24,1980-02-18,236,Shandong,35.37369752388336,116.73175418226528
-2.39,8.64,0.06,0.87,1980-02-19,236,Shandong,35.37369752388336,116.73175418226528
-0.77,8.34,0.0,0.63,1980-02-20,236,Shandong,35.37369752388336,116.73175418226528
0.66,10.37,0.0,0.93,1980-02-21,236,Shandong,35.37369752388336,116.73175418226528
-0.33,11.42,0.0,1.08,1980-02-22,236,Shandong,35.37369752388336,116.73175418226528
1.38,13.47,0.0,1.33,1980-02-23,236,Shandong,35.37369752388336,116.73175418226528
0.79,13.16,0.06,1.37,1980-02-24,236,Shandong,35.37369752388336,116.73175418226528
5.59,9.06,0.06,0.63,1980-02-25,236,Shandong,35.37369752388336,116.73175418226528
2.83,10.66,0.0,1.55,1980-02-26,236,Shandong,35.37369752388336,116.73175418226528
1.99,11.01,0.0,1.34,1980-02-27,236,Shandong,35.37369752388336,116.73175418226528
2.12,16.34,0.06,1.92,1980-02-28,236,Shandong,35.37369752388336,116.73175418226528
5.35,9.06,0.06,0.93,1980-02-29,236,Shandong,35.37369752388336,116.73175418226528
-1.06,9.36,0.0,1.65,1980-03-01,236,Shandong,35.37369752388336,116.73175418226528
3.48,8.51,0.0,1.09,1980-03-02,236,Shandong,35.37369752388336,116.73175418226528
1.26,11.87,0.24,1.27,1980-03-03,236,Shandong,35.37369752388336,116.73175418226528
4.9,8.62,0.18,0.52,1980-03-04,236,Shandong,35.37369752388336,116.73175418226528
2.55,8.5,0.0,1.04,1980-03-05,236,Shandong,35.37369752388336,116.73175418226528
5.83,7.94,0.0,0.6,1980-03-06,236,Shandong,35.37369752388336,116.73175418226528
3.13,13.29,2.7,1.51,1980-03-07,236,Shandong,35.37369752388336,116.73175418226528
5.59,7.97,15.66,0.66,1980-03-08,236,Shandong,35.37369752388336,116.73175418226528
2.13,8.95,0.06,0.9,1980-03-09,236,Shandong,35.37369752388336,116.73175418226528
1.0,2.71,0.12,0.94,1980-03-10,236,Shandong,35.37369752388336,116.73175418226528
0.32,4.88,0.0,0.97,1980-03-11,236,Shandong,35.37369752388336,116.73175418226528
-0.27,3.97,0.06,0.51,1980-03-12,236,Shandong,35.37369752388336,116.73175418226528
0.92,4.74,2.58,0.63,1980-03-13,236,Shandong,35.37369752388336,116.73175418226528
1.01,7.64,0.12,1.63,1980-03-14,236,Shandong,35.37369752388336,116.73175418226528
1.32,9.42,0.0,1.32,1980-03-15,236,Shandong,35.37369752388336,116.73175418226528
4.09,14.24,0.0,1.83,1980-03-16,236,Shandong,35.37369752388336,116.73175418226528
4.7,16.07,0.06,2.14,1980-03-17,236,Shandong,35.37369752388336,116.73175418226528
6.89,12.56,0.0,1.85,1980-03-18,236,Shandong,35.37369752388336,116.73175418226528
5.5,14.61,0.06,2.06,1980-03-19,236,Shandong,35.37369752388336,116.73175418226528
7.36,10.01,0.0,1.86,1980-03-20,236,Shandong,35.37369752388336,116.73175418226528
3.04,4.89,2.34,1.02,1980-03-21,236,Shandong,35.37369752388336,116.73175418226528
0.11,3.32,0.96,0.71,1980-03-22,236,Shandong,35.37369752388336,116.73175418226528
0.07,6.45,0.18,1.55,1980-03-23,236,Shandong,35.37369752388336,116.73175418226528
-0.67,9.59,0.0,2.47,1980-03-24,236,Shandong,35.37369752388336,116.73175418226528
4.22,12.37,0.0,2.1,1980-03-25,236,Shandong,35.37369752388336,116.73175418226528
2.21,15.58,0.0,2.73,1980-03-26,236,Shandong,35.37369752388336,116.73175418226528
7.17,17.35,0.0,3.51,1980-03-27,236,Shandong,35.37369752388336,116.73175418226528
7.9,12.82,0.0,1.71,1980-03-28,236,Shandong,35.37369752388336,116.73175418226528
5.13,15.56,0.06,2.3,1980-03-29,236,Shandong,35.37369752388336,116.73175418226528
8.9,11.04,3.54,1.12,1980-03-30,236,Shandong,35.37369752388336,116.73175418226528
6.74,13.72,0.24,2.28,1980-03-31,236,Shandong,35.37369752388336,116.73175418226528
5.62,18.56,0.0,2.94,1980-04-01,236,Shandong,35.37369752388336,116.73175418226528
9.08,19.76,0.0,3.99,1980-04-02,236,Shandong,35.37369752388336,116.73175418226528
12.48,23.0,0.0,4.1,1980-04-03,236,Shandong,35.37369752388336,116.73175418226528
15.78,21.43,13.74,1.08,1980-04-04,236,Shandong,35.37369752388336,116.73175418226528
1.76,17.78,7.32,0.54,1980-04-05,236,Shandong,35.37369752388336,116.73175418226528
1.28,10.48,0.42,2.13,1980-04-06,236,Shandong,35.37369752388336,116.73175418226528
7.06,17.42,0.06,2.66,1980-04-07,236,Shandong,35.37369752388336,116.73175418226528
11.02,18.2,0.06,2.11,1980-04-08,236,Shandong,35.37369752388336,116.73175418226528
7.11,15.54,0.0,2.94,1980-04-09,236,Shandong,35.37369752388336,116.73175418226528
4.26,18.27,1.92,3.79,1980-04-10,236,Shandong,35.37369752388336,116.73175418226528
11.34,13.44,3.0,0.84,1980-04-11,236,Shandong,35.37369752388336,116.73175418226528
10.1,16.24,0.66,1.13,1980-04-12,236,Shandong,35.37369752388336,116.73175418226528
4.28,7.95,0.06,1.18,1980-04-13,236,Shandong,35.37369752388336,116.73175418226528
0.38,12.31,0.18,3.2,1980-04-14,236,Shandong,35.37369752388336,116.73175418226528
7.63,15.45,0.24,3.02,1980-04-15,236,Shandong,35.37369752388336,116.73175418226528
5.07,16.84,0.0,3.54,1980-04-16,236,Shandong,35.37369752388336,116.73175418226528
12.57,21.95,0.0,4.0,1980-04-17,236,Shandong,35.37369752388336,116.73175418226528
16.8,30.27,0.3,7.06,1980-04-18,236,Shandong,35.37369752388336,116.73175418226528
14.4,19.94,0.0,4.19,1980-04-19,236,Shandong,35.37369752388336,116.73175418226528
9.01,19.41,0.18,3.24,1980-04-20,236,Shandong,35.37369752388336,116.73175418226528
10.63,17.69,0.18,2.01,1980-04-21,236,Shandong,35.37369752388336,116.73175418226528
8.79,17.86,0.0,3.0,1980-04-22,236,Shandong,35.37369752388336,116.73175418226528
9.15,17.12,0.0,2.63,1980-04-23,236,Shandong,35.37369752388336,116.73175418226528
10.85,15.55,0.0,2.07,1980-04-24,236,Shandong,35.37369752388336,116.73175418226528
8.21,16.42,0.0,3.44,1980-04-25,236,Shandong,35.37369752388336,116.73175418226528
9.73,14.4,0.0,2.67,1980-04-26,236,Shandong,35.37369752388336,116.73175418226528
7.47,19.66,0.12,2.92,1980-04-27,236,Shandong,35.37369752388336,116.73175418226528
11.61,23.38,0.06,3.87,1980-04-28,236,Shandong,35.37369752388336,116.73175418226528
15.3,23.63,0.06,2.95,1980-04-29,236,Shandong,35.37369752388336,116.73175418226528
11.06,27.75,1.02,4.01,1980-04-30,236,Shandong,35.37369752388336,116.73175418226528
16.27,24.03,0.06,4.14,1980-05-01,236,Shandong,35.37369752388336,116.73175418226528
16.54,26.29,0.0,4.55,1980-05-02,236,Shandong,35.37369752388336,116.73175418226528
18.49,26.05,0.0,3.21,1980-05-03,236,Shandong,35.37369752388336,116.73175418226528
16.24,21.6,0.0,2.34,1980-05-04,236,Shandong,35.37369752388336,116.73175418226528
14.27,22.49,0.0,4.29,1980-05-05,236,Shandong,35.37369752388336,116.73175418226528
11.99,14.27,0.3,0.94,1980-05-06,236,Shandong,35.37369752388336,116.73175418226528
12.71,21.66,0.0,3.41,1980-05-07,236,Shandong,35.37369752388336,116.73175418226528
11.5,18.18,0.0,1.51,1980-05-08,236,Shandong,35.37369752388336,116.73175418226528
8.31,25.79,0.0,4.2,1980-05-09,236,Shandong,35.37369752388336,116.73175418226528
