MinTemp,MaxTemp,Precipitation,ReferenceET,Date,City_ID,Province,Latitude,Longitude
-6.52,-5.58,0.18,0.13,1980-01-01,262,Shaanxi,33.64697316483965,109.90065854309435
-6.41,-2.38,0.06,0.3,1980-01-02,262,Shaanxi,33.64697316483965,109.90065854309435
-2.94,-0.68,0.6,0.46,1980-01-03,262,Shaanxi,33.64697316483965,109.90065854309435
-7.54,0.0,0.06,0.28,1980-01-04,262,Shaanxi,33.64697316483965,109.90065854309435
-8.22,-4.19,0.06,0.14,1980-01-05,262,Shaanxi,33.64697316483965,109.90065854309435
-5.38,-0.21,0.06,0.96,1980-01-06,262,Shaanxi,33.64697316483965,109.90065854309435
-11.97,-0.47,0.0,0.33,1980-01-07,262,Shaanxi,33.64697316483965,109.90065854309435
-8.15,5.87,0.0,0.29,1980-01-08,262,Shaanxi,33.64697316483965,109.90065854309435
-9.67,3.4,0.0,0.66,1980-01-09,262,Shaanxi,33.64697316483965,109.90065854309435
-4.37,0.42,0.06,0.52,1980-01-10,262,Shaanxi,33.64697316483965,109.90065854309435
-6.56,-4.6,0.06,0.41,1980-01-11,262,Shaanxi,33.64697316483965,109.90065854309435
-5.05,1.22,0.0,0.63,1980-01-12,262,Shaanxi,33.64697316483965,109.90065854309435
-9.0,3.48,0.0,0.67,1980-01-13,262,Shaanxi,33.64697316483965,109.90065854309435
-8.76,4.15,0.0,0.75,1980-01-14,262,Shaanxi,33.64697316483965,109.90065854309435
-10.4,3.87,0.0,0.45,1980-01-15,262,Shaanxi,33.64697316483965,109.90065854309435
-5.86,7.47,0.0,0.34,1980-01-16,262,Shaanxi,33.64697316483965,109.90065854309435
-9.99,4.1,0.0,1.12,1980-01-17,262,Shaanxi,33.64697316483965,109.90065854309435
-4.67,0.11,0.3,0.26,1980-01-18,262,Shaanxi,33.64697316483965,109.90065854309435
-8.83,4.52,0.0,0.25,1980-01-19,262,Shaanxi,33.64697316483965,109.90065854309435
-9.05,5.34,0.0,0.37,1980-01-20,262,Shaanxi,33.64697316483965,109.90065854309435
-9.33,4.85,0.0,1.04,1980-01-21,262,Shaanxi,33.64697316483965,109.90065854309435
-7.09,4.04,0.0,0.67,1980-01-22,262,Shaanxi,33.64697316483965,109.90065854309435
-2.06,4.74,0.0,0.17,1980-01-23,262,Shaanxi,33.64697316483965,109.90065854309435
-3.35,3.33,0.06,0.58,1980-01-24,262,Shaanxi,33.64697316483965,109.90065854309435
-5.95,2.52,0.0,0.55,1980-01-25,262,Shaanxi,33.64697316483965,109.90065854309435
-5.51,5.81,0.06,0.62,1980-01-26,262,Shaanxi,33.64697316483965,109.90065854309435
-3.23,2.13,2.64,0.1,1980-01-27,262,Shaanxi,33.64697316483965,109.90065854309435
-5.17,-3.61,2.88,0.09,1980-01-28,262,Shaanxi,33.64697316483965,109.90065854309435
-7.34,-3.63,0.36,0.74,1980-01-29,262,Shaanxi,33.64697316483965,109.90065854309435
-12.03,-8.44,0.0,0.75,1980-01-30,262,Shaanxi,33.64697316483965,109.90065854309435
-14.57,-5.38,0.0,0.7,1980-01-31,262,Shaanxi,33.64697316483965,109.90065854309435
-11.26,-4.83,0.0,0.61,1980-02-01,262,Shaanxi,33.64697316483965,109.90065854309435
-9.94,-0.23,0.0,0.43,1980-02-02,262,Shaanxi,33.64697316483965,109.90065854309435
-10.13,-3.08,0.0,0.84,1980-02-03,262,Shaanxi,33.64697316483965,109.90065854309435
-11.16,-6.82,0.0,0.96,1980-02-04,262,Shaanxi,33.64697316483965,109.90065854309435
-16.3,-2.75,0.0,0.71,1980-02-05,262,Shaanxi,33.64697316483965,109.90065854309435
-7.87,-4.19,0.0,0.62,1980-02-06,262,Shaanxi,33.64697316483965,109.90065854309435
-10.25,-2.04,0.0,0.56,1980-02-07,262,Shaanxi,33.64697316483965,109.90065854309435
-9.38,0.09,0.0,0.64,1980-02-08,262,Shaanxi,33.64697316483965,109.90065854309435
-10.88,-1.98,0.0,0.7,1980-02-09,262,Shaanxi,33.64697316483965,109.90065854309435
-5.97,2.0,0.0,0.9,1980-02-10,262,Shaanxi,33.64697316483965,109.90065854309435
-7.13,3.65,0.0,0.83,1980-02-11,262,Shaanxi,33.64697316483965,109.90065854309435
-10.19,2.05,0.0,1.08,1980-02-12,262,Shaanxi,33.64697316483965,109.90065854309435
-3.94,1.17,0.0,0.57,1980-02-13,262,Shaanxi,33.64697316483965,109.90065854309435
-3.45,1.32,0.06,0.86,1980-02-14,262,Shaanxi,33.64697316483965,109.90065854309435
-3.28,2.44,0.0,0.99,1980-02-15,262,Shaanxi,33.64697316483965,109.90065854309435
-5.23,-0.17,0.06,0.49,1980-02-16,262,Shaanxi,33.64697316483965,109.90065854309435
-3.02,-1.49,0.0,0.31,1980-02-17,262,Shaanxi,33.64697316483965,109.90065854309435
-7.02,8.58,0.0,0.88,1980-02-18,262,Shaanxi,33.64697316483965,109.90065854309435
-6.18,4.07,0.42,0.76,1980-02-19,262,Shaanxi,33.64697316483965,109.90065854309435
-5.01,4.47,0.06,1.1,1980-02-20,262,Shaanxi,33.64697316483965,109.90065854309435
-3.98,2.81,0.06,1.1,1980-02-21,262,Shaanxi,33.64697316483965,109.90065854309435
-6.66,4.74,0.06,0.92,1980-02-22,262,Shaanxi,33.64697316483965,109.90065854309435
-5.13,7.99,0.0,1.41,1980-02-23,262,Shaanxi,33.64697316483965,109.90065854309435
-3.07,8.53,0.54,1.18,1980-02-24,262,Shaanxi,33.64697316483965,109.90065854309435
2.91,6.28,0.72,1.32,1980-02-25,262,Shaanxi,33.64697316483965,109.90065854309435
0.25,5.01,0.12,0.42,1980-02-26,262,Shaanxi,33.64697316483965,109.90065854309435
-4.77,7.19,0.0,1.26,1980-02-27,262,Shaanxi,33.64697316483965,109.90065854309435
-4.21,11.88,0.06,1.49,1980-02-28,262,Shaanxi,33.64697316483965,109.90065854309435
3.07,9.22,0.06,1.85,1980-02-29,262,Shaanxi,33.64697316483965,109.90065854309435
-0.35,3.17,0.18,1.34,1980-03-01,262,Shaanxi,33.64697316483965,109.90065854309435
-3.44,0.38,1.44,0.26,1980-03-02,262,Shaanxi,33.64697316483965,109.90065854309435
-3.24,1.65,4.14,0.29,1980-03-03,262,Shaanxi,33.64697316483965,109.90065854309435
-2.27,-1.32,0.42,0.39,1980-03-04,262,Shaanxi,33.64697316483965,109.90065854309435
-2.32,0.44,0.0,0.49,1980-03-05,262,Shaanxi,33.64697316483965,109.90065854309435
-2.27,6.81,0.0,1.56,1980-03-06,262,Shaanxi,33.64697316483965,109.90065854309435
0.0,2.23,0.24,0.45,1980-03-07,262,Shaanxi,33.64697316483965,109.90065854309435
0.7,7.72,0.24,1.3,1980-03-08,262,Shaanxi,33.64697316483965,109.90065854309435
-2.73,12.5,1.32,2.13,1980-03-09,262,Shaanxi,33.64697316483965,109.90065854309435
-1.45,2.73,1.5,0.61,1980-03-10,262,Shaanxi,33.64697316483965,109.90065854309435
-4.13,-1.95,0.3,0.47,1980-03-11,262,Shaanxi,33.64697316483965,109.90065854309435
-5.16,-3.56,0.66,0.49,1980-03-12,262,Shaanxi,33.64697316483965,109.90065854309435
-4.86,0.66,1.56,0.48,1980-03-13,262,Shaanxi,33.64697316483965,109.90065854309435
-2.73,5.63,0.06,1.61,1980-03-14,262,Shaanxi,33.64697316483965,109.90065854309435
-1.12,9.28,0.0,1.81,1980-03-15,262,Shaanxi,33.64697316483965,109.90065854309435
-1.06,9.95,0.0,1.58,1980-03-16,262,Shaanxi,33.64697316483965,109.90065854309435
-1.12,13.45,0.06,2.16,1980-03-17,262,Shaanxi,33.64697316483965,109.90065854309435
-0.96,11.57,0.0,1.84,1980-03-18,262,Shaanxi,33.64697316483965,109.90065854309435
1.12,12.1,0.6,2.66,1980-03-19,262,Shaanxi,33.64697316483965,109.90065854309435
-0.61,9.1,3.42,0.65,1980-03-20,262,Shaanxi,33.64697316483965,109.90065854309435
-3.54,-0.99,2.64,0.47,1980-03-21,262,Shaanxi,33.64697316483965,109.90065854309435
-2.79,7.43,0.06,1.56,1980-03-22,262,Shaanxi,33.64697316483965,109.90065854309435
0.94,4.13,0.24,1.27,1980-03-23,262,Shaanxi,33.64697316483965,109.90065854309435
-2.85,0.38,0.36,0.56,1980-03-24,262,Shaanxi,33.64697316483965,109.90065854309435
-3.56,5.6,0.0,0.86,1980-03-25,262,Shaanxi,33.64697316483965,109.90065854309435
-4.34,8.67,0.06,2.1,1980-03-26,262,Shaanxi,33.64697316483965,109.90065854309435
-0.84,10.02,1.5,2.02,1980-03-27,262,Shaanxi,33.64697316483965,109.90065854309435
2.67,9.48,0.78,1.92,1980-03-28,262,Shaanxi,33.64697316483965,109.90065854309435
-0.25,15.62,0.06,2.55,1980-03-29,262,Shaanxi,33.64697316483965,109.90065854309435
4.61,8.23,2.16,1.55,1980-03-30,262,Shaanxi,33.64697316483965,109.90065854309435
-1.57,8.07,0.66,1.84,1980-03-31,262,Shaanxi,33.64697316483965,109.90065854309435
-2.86,15.85,0.0,2.79,1980-04-01,262,Shaanxi,33.64697316483965,109.90065854309435
0.31,16.73,0.0,3.08,1980-04-02,262,Shaanxi,33.64697316483965,109.90065854309435
