MinTemp,MaxTemp,Precipitation,ReferenceET,Date,City_ID,Province,Latitude,Longitude
-4.29,-2.18,0.24,0.08,1980-01-01,106,Henan,35.80974914500825,115.28310325656481
-6.49,-1.16,0.0,0.0,1980-01-02,106,Henan,35.80974914500825,115.28310325656481
-3.0,2.71,0.0,0.58,1980-01-03,106,Henan,35.80974914500825,115.28310325656481
-5.15,1.95,0.0,0.24,1980-01-04,106,Henan,35.80974914500825,115.28310325656481
-4.8,5.71,0.0,0.5,1980-01-05,106,Henan,35.80974914500825,115.28310325656481
-2.57,4.83,0.0,0.35,1980-01-06,106,Henan,35.80974914500825,115.28310325656481
-6.17,6.75,0.0,0.64,1980-01-07,106,Henan,35.80974914500825,115.28310325656481
-5.03,4.28,0.0,0.19,1980-01-08,106,Henan,35.80974914500825,115.28310325656481
-7.09,3.15,0.0,0.65,1980-01-09,106,Henan,35.80974914500825,115.28310325656481
-8.14,-0.54,0.0,0.48,1980-01-10,106,Henan,35.80974914500825,115.28310325656481
-8.38,2.3,0.0,0.66,1980-01-11,106,Henan,35.80974914500825,115.28310325656481
-4.84,3.84,0.0,0.35,1980-01-12,106,Henan,35.80974914500825,115.28310325656481
-6.46,7.22,0.0,0.37,1980-01-13,106,Henan,35.80974914500825,115.28310325656481
-5.43,5.99,0.06,0.7,1980-01-14,106,Henan,35.80974914500825,115.28310325656481
-7.44,8.97,0.0,0.56,1980-01-15,106,Henan,35.80974914500825,115.28310325656481
-6.44,8.42,0.0,0.7,1980-01-16,106,Henan,35.80974914500825,115.28310325656481
-6.37,1.07,0.0,0.6,1980-01-17,106,Henan,35.80974914500825,115.28310325656481
-5.16,-0.21,0.12,0.41,1980-01-18,106,Henan,35.80974914500825,115.28310325656481
-3.53,1.41,0.0,0.2,1980-01-19,106,Henan,35.80974914500825,115.28310325656481
-6.89,8.04,0.06,0.41,1980-01-20,106,Henan,35.80974914500825,115.28310325656481
-6.98,9.64,0.0,0.48,1980-01-21,106,Henan,35.80974914500825,115.28310325656481
-3.78,8.67,0.0,0.7,1980-01-22,106,Henan,35.80974914500825,115.28310325656481
-3.86,9.41,0.0,0.6,1980-01-23,106,Henan,35.80974914500825,115.28310325656481
-6.04,4.97,0.0,0.28,1980-01-24,106,Henan,35.80974914500825,115.28310325656481
-3.17,6.82,0.0,0.51,1980-01-25,106,Henan,35.80974914500825,115.28310325656481
1.11,3.88,0.06,0.07,1980-01-26,106,Henan,35.80974914500825,115.28310325656481
-0.7,1.65,1.86,0.15,1980-01-27,106,Henan,35.80974914500825,115.28310325656481
-2.13,0.91,0.3,0.96,1980-01-28,106,Henan,35.80974914500825,115.28310325656481
-8.84,-1.83,0.0,1.07,1980-01-29,106,Henan,35.80974914500825,115.28310325656481
-12.84,-5.64,0.0,0.54,1980-01-30,106,Henan,35.80974914500825,115.28310325656481
-11.22,-1.68,0.0,0.36,1980-01-31,106,Henan,35.80974914500825,115.28310325656481
-9.83,0.49,0.0,0.58,1980-02-01,106,Henan,35.80974914500825,115.28310325656481
-9.22,3.42,0.0,0.87,1980-02-02,106,Henan,35.80974914500825,115.28310325656481
-7.68,-0.76,0.0,0.73,1980-02-03,106,Henan,35.80974914500825,115.28310325656481
-8.21,-1.43,0.0,1.14,1980-02-04,106,Henan,35.80974914500825,115.28310325656481
-8.38,-2.64,0.0,0.78,1980-02-05,106,Henan,35.80974914500825,115.28310325656481
-11.91,-2.41,0.0,0.36,1980-02-06,106,Henan,35.80974914500825,115.28310325656481
-9.53,-0.4,0.0,0.57,1980-02-07,106,Henan,35.80974914500825,115.28310325656481
-12.1,-0.19,0.0,0.37,1980-02-08,106,Henan,35.80974914500825,115.28310325656481
-11.41,3.09,0.0,0.7,1980-02-09,106,Henan,35.80974914500825,115.28310325656481
-5.31,6.08,0.0,0.86,1980-02-10,106,Henan,35.80974914500825,115.28310325656481
-6.8,7.51,0.0,0.55,1980-02-11,106,Henan,35.80974914500825,115.28310325656481
-0.94,9.67,0.0,1.26,1980-02-12,106,Henan,35.80974914500825,115.28310325656481
-3.52,-0.72,0.0,0.92,1980-02-13,106,Henan,35.80974914500825,115.28310325656481
-9.31,3.93,0.0,0.63,1980-02-14,106,Henan,35.80974914500825,115.28310325656481
-7.45,7.78,0.0,1.06,1980-02-15,106,Henan,35.80974914500825,115.28310325656481
-1.62,8.16,0.0,1.48,1980-02-16,106,Henan,35.80974914500825,115.28310325656481
0.1,4.39,0.18,0.69,1980-02-17,106,Henan,35.80974914500825,115.28310325656481
-0.02,6.65,0.18,0.39,1980-02-18,106,Henan,35.80974914500825,115.28310325656481
-3.75,8.46,0.0,0.87,1980-02-19,106,Henan,35.80974914500825,115.28310325656481
-2.14,4.73,0.0,0.62,1980-02-20,106,Henan,35.80974914500825,115.28310325656481
-2.77,8.49,0.0,0.8,1980-02-21,106,Henan,35.80974914500825,115.28310325656481
-1.18,12.14,0.0,1.3,1980-02-22,106,Henan,35.80974914500825,115.28310325656481
1.69,14.0,0.0,1.74,1980-02-23,106,Henan,35.80974914500825,115.28310325656481
0.88,12.29,0.0,1.13,1980-02-24,106,Henan,35.80974914500825,115.28310325656481
5.05,8.88,0.0,0.49,1980-02-25,106,Henan,35.80974914500825,115.28310325656481
1.38,8.07,0.0,0.81,1980-02-26,106,Henan,35.80974914500825,115.28310325656481
1.06,13.71,0.0,1.38,1980-02-27,106,Henan,35.80974914500825,115.28310325656481
0.64,16.88,0.0,2.16,1980-02-28,106,Henan,35.80974914500825,115.28310325656481
4.29,8.35,0.0,1.26,1980-02-29,106,Henan,35.80974914500825,115.28310325656481
-1.45,9.26,0.0,1.8,1980-03-01,106,Henan,35.80974914500825,115.28310325656481
3.08,9.78,0.0,1.21,1980-03-02,106,Henan,35.80974914500825,115.28310325656481
0.22,11.92,0.18,1.56,1980-03-03,106,Henan,35.80974914500825,115.28310325656481
2.58,9.39,0.06,1.36,1980-03-04,106,Henan,35.80974914500825,115.28310325656481
2.19,8.82,0.0,1.33,1980-03-05,106,Henan,35.80974914500825,115.28310325656481
