MinTemp,MaxTemp,Precipitation,ReferenceET,Date,City_ID,Province,Latitude,Longitude
-19.13,-2.93,0.0,0.49,1980-01-01,228,Qinghai,35.02191516935285,101.62882482956294
-19.6,-1.07,0.06,0.56,1980-01-02,228,Qinghai,35.02191516935285,101.62882482956294
-21.75,-11.31,0.0,0.35,1980-01-03,228,Qinghai,35.02191516935285,101.62882482956294
-24.35,-8.92,0.0,0.3,1980-01-04,228,Qinghai,35.02191516935285,101.62882482956294
-22.37,-7.17,0.0,0.76,1980-01-05,228,Qinghai,35.02191516935285,101.62882482956294
-20.64,-11.03,0.0,0.47,1980-01-06,228,Qinghai,35.02191516935285,101.62882482956294
-28.76,-7.98,0.0,0.48,1980-01-07,228,Qinghai,35.02191516935285,101.62882482956294
-21.92,-7.86,0.0,0.62,1980-01-08,228,Qinghai,35.02191516935285,101.62882482956294
-24.35,-3.91,0.0,0.52,1980-01-09,228,Qinghai,35.02191516935285,101.62882482956294
-20.82,-3.36,0.06,0.53,1980-01-10,228,Qinghai,35.02191516935285,101.62882482956294
-21.57,-5.53,0.18,0.38,1980-01-11,228,Qinghai,35.02191516935285,101.62882482956294
-24.84,-10.03,0.18,0.27,1980-01-12,228,Qinghai,35.02191516935285,101.62882482956294
-24.25,-9.93,0.0,0.36,1980-01-13,228,Qinghai,35.02191516935285,101.62882482956294
-26.49,-7.77,0.0,0.49,1980-01-14,228,Qinghai,35.02191516935285,101.62882482956294
-27.66,-5.78,0.0,0.53,1980-01-15,228,Qinghai,35.02191516935285,101.62882482956294
-23.79,-7.38,0.0,0.54,1980-01-16,228,Qinghai,35.02191516935285,101.62882482956294
-24.05,-3.29,0.0,0.75,1980-01-17,228,Qinghai,35.02191516935285,101.62882482956294
-20.67,-5.08,0.0,0.53,1980-01-18,228,Qinghai,35.02191516935285,101.62882482956294
-23.44,-3.78,0.0,0.61,1980-01-19,228,Qinghai,35.02191516935285,101.62882482956294
-23.46,-3.35,0.0,0.62,1980-01-20,228,Qinghai,35.02191516935285,101.62882482956294
-21.27,-3.23,0.0,0.63,1980-01-21,228,Qinghai,35.02191516935285,101.62882482956294
