MinTemp,MaxTemp,Precipitation,ReferenceET,Date,City_ID,Province,Latitude,Longitude
-4.71,-1.26,0.0,0.15,1980-01-01,38,Gansu,34.647286576806884,105.73682086642495
-7.82,1.45,0.0,0.47,1980-01-02,38,Gansu,34.647286576806884,105.73682086642495
-5.32,-0.58,0.06,0.57,1980-01-03,38,Gansu,34.647286576806884,105.73682086642495
-5.19,0.27,0.06,0.29,1980-01-04,38,Gansu,34.647286576806884,105.73682086642495
-5.65,-1.67,0.0,0.52,1980-01-05,38,Gansu,34.647286576806884,105.73682086642495
-4.24,-0.65,0.0,0.53,1980-01-06,38,Gansu,34.647286576806884,105.73682086642495
-10.37,1.78,0.0,0.26,1980-01-07,38,Gansu,34.647286576806884,105.73682086642495
-7.91,3.31,0.0,0.38,1980-01-08,38,Gansu,34.647286576806884,105.73682086642495
-8.75,4.39,0.0,0.38,1980-01-09,38,Gansu,34.647286576806884,105.73682086642495
-5.75,0.42,0.0,0.99,1980-01-10,38,Gansu,34.647286576806884,105.73682086642495
-6.54,-3.94,0.36,0.29,1980-01-11,38,Gansu,34.647286576806884,105.73682086642495
-9.28,0.35,0.0,0.35,1980-01-12,38,Gansu,34.647286576806884,105.73682086642495
-9.24,1.0,0.0,0.54,1980-01-13,38,Gansu,34.647286576806884,105.73682086642495
-11.07,1.39,0.0,0.39,1980-01-14,38,Gansu,34.647286576806884,105.73682086642495
-10.37,2.02,0.0,0.45,1980-01-15,38,Gansu,34.647286576806884,105.73682086642495
-8.78,3.9,0.0,0.56,1980-01-16,38,Gansu,34.647286576806884,105.73682086642495
-10.05,4.54,0.0,0.75,1980-01-17,38,Gansu,34.647286576806884,105.73682086642495
-6.07,2.48,0.0,0.52,1980-01-18,38,Gansu,34.647286576806884,105.73682086642495
-8.39,2.15,0.0,0.46,1980-01-19,38,Gansu,34.647286576806884,105.73682086642495
-9.06,3.96,0.06,0.41,1980-01-20,38,Gansu,34.647286576806884,105.73682086642495
-9.96,3.3,0.0,0.55,1980-01-21,38,Gansu,34.647286576806884,105.73682086642495
-6.1,0.9,0.0,0.36,1980-01-22,38,Gansu,34.647286576806884,105.73682086642495
-0.54,6.29,0.0,0.51,1980-01-23,38,Gansu,34.647286576806884,105.73682086642495
-2.13,4.76,0.0,0.39,1980-01-24,38,Gansu,34.647286576806884,105.73682086642495
-4.33,8.57,0.0,0.73,1980-01-25,38,Gansu,34.647286576806884,105.73682086642495
1.14,3.31,0.12,0.92,1980-01-26,38,Gansu,34.647286576806884,105.73682086642495
-0.17,2.06,0.0,0.53,1980-01-27,38,Gansu,34.647286576806884,105.73682086642495
-3.59,-2.16,0.36,0.33,1980-01-28,38,Gansu,34.647286576806884,105.73682086642495
-9.51,-3.94,0.9,0.39,1980-01-29,38,Gansu,34.647286576806884,105.73682086642495
-13.29,-9.86,1.02,0.42,1980-01-30,38,Gansu,34.647286576806884,105.73682086642495
-13.44,-5.81,0.0,0.39,1980-01-31,38,Gansu,34.647286576806884,105.73682086642495
-11.78,-4.3,0.18,0.39,1980-02-01,38,Gansu,34.647286576806884,105.73682086642495
-9.28,-2.46,0.0,0.37,1980-02-02,38,Gansu,34.647286576806884,105.73682086642495
-8.77,-6.6,0.0,0.5,1980-02-03,38,Gansu,34.647286576806884,105.73682086642495
-13.39,-9.44,0.0,0.56,1980-02-04,38,Gansu,34.647286576806884,105.73682086642495
-13.92,-7.09,0.0,0.76,1980-02-05,38,Gansu,34.647286576806884,105.73682086642495
-8.97,-5.37,0.0,0.84,1980-02-06,38,Gansu,34.647286576806884,105.73682086642495
-8.41,-1.39,0.0,1.05,1980-02-07,38,Gansu,34.647286576806884,105.73682086642495
-8.04,-1.12,0.0,0.94,1980-02-08,38,Gansu,34.647286576806884,105.73682086642495
-6.47,-2.72,0.0,0.59,1980-02-09,38,Gansu,34.647286576806884,105.73682086642495
-6.51,1.0,0.0,0.64,1980-02-10,38,Gansu,34.647286576806884,105.73682086642495
-6.72,2.59,0.0,0.81,1980-02-11,38,Gansu,34.647286576806884,105.73682086642495
-6.27,2.19,0.0,0.77,1980-02-12,38,Gansu,34.647286576806884,105.73682086642495
-4.07,2.7,0.0,1.13,1980-02-13,38,Gansu,34.647286576806884,105.73682086642495
-8.54,3.08,0.0,1.15,1980-02-14,38,Gansu,34.647286576806884,105.73682086642495
-2.85,1.11,0.0,0.54,1980-02-15,38,Gansu,34.647286576806884,105.73682086642495
-1.1,-0.07,0.06,0.74,1980-02-16,38,Gansu,34.647286576806884,105.73682086642495
-2.0,0.39,0.06,0.42,1980-02-17,38,Gansu,34.647286576806884,105.73682086642495
-5.82,3.9,0.0,0.66,1980-02-18,38,Gansu,34.647286576806884,105.73682086642495
-2.69,5.66,0.3,0.59,1980-02-19,38,Gansu,34.647286576806884,105.73682086642495
-2.59,8.66,0.0,1.11,1980-02-20,38,Gansu,34.647286576806884,105.73682086642495
-1.96,7.8,0.06,0.99,1980-02-21,38,Gansu,34.647286576806884,105.73682086642495
-1.24,10.27,0.0,1.06,1980-02-22,38,Gansu,34.647286576806884,105.73682086642495
-2.67,8.94,0.0,1.16,1980-02-23,38,Gansu,34.647286576806884,105.73682086642495
-0.02,7.48,0.42,0.62,1980-02-24,38,Gansu,34.647286576806884,105.73682086642495
0.57,6.82,0.0,1.51,1980-02-25,38,Gansu,34.647286576806884,105.73682086642495
1.67,6.42,0.06,1.0,1980-02-26,38,Gansu,34.647286576806884,105.73682086642495
-4.88,9.2,0.06,1.31,1980-02-27,38,Gansu,34.647286576806884,105.73682086642495
-0.96,8.2,0.0,1.38,1980-02-28,38,Gansu,34.647286576806884,105.73682086642495
3.45,7.33,0.0,2.05,1980-02-29,38,Gansu,34.647286576806884,105.73682086642495
0.94,6.92,1.44,1.77,1980-03-01,38,Gansu,34.647286576806884,105.73682086642495
-1.21,1.64,3.42,0.41,1980-03-02,38,Gansu,34.647286576806884,105.73682086642495
-0.87,1.35,3.06,0.39,1980-03-03,38,Gansu,34.647286576806884,105.73682086642495
-2.2,1.86,0.06,0.51,1980-03-04,38,Gansu,34.647286576806884,105.73682086642495
